Geography,Segment,Variety,Timeframe,Period,"Current Year Week Ending","Units Prior Year","Units Current Year","Unit Variance","Dollars Prior Year","Dollars Current Year","Dollar Variance","ASP Prior Year","ASP Current Year","ASP Variance"
"Great Lakes",Avocados,Hass,"Last 04 Wks",7,"2020-07-12 00:00:00",12748702.30,19215593.65,0.507258794,20560573.43,21425618.26,0.042072991,1.612758142,1.115012039,-0.308630346
"Great Lakes",Avocados,Hass,"Last 04 Wks",8,"2020-08-09 00:00:00",11639671.16,19110120.25,0.641809291,19474712.13,19713704.45,0.012271931,1.673132502,1.031584531,-0.383441222
"Great Lakes",Avocados,Hass,"Last 04 Wks",9,"2020-09-06 00:00:00",13724882.21,17725554.03,0.291490430,18055577.45,17727056.08,-0.018195007,1.315536058,1.000084739,-0.239789185
"Great Lakes",Avocados,Hass,"Last 04 Wks",10,"2020-10-04 00:00:00",13254141.93,15965304.15,0.204552074,16944832.85,16617550.40,-0.019314587,1.278455666,1.040853982,-0.185850546
"Great Lakes",Avocados,Hass,"Last 04 Wks",11,"2020-11-01 00:00:00",12464598.25,16328453.38,0.309986335,15085458.47,16758791.96,0.110923609,1.210264315,1.026355134,-0.151957865
"Great Lakes",Avocados,Hass,"Last 04 Wks",12,"2020-11-29 00:00:00",11971837.72,14651471.80,0.223828132,13876026.58,15025656.37,0.082850071,1.159055685,1.025539044,-0.115194329
"Great Lakes",Avocados,Hass,"Last 04 Wks",13,"2020-12-27 00:00:00",13208322.98,15265204.09,0.155726137,14003755.36,14769339.93,0.054669948,1.060222057,0.967516703,-0.087439563
Midsouth,Avocados,Hass,"Last 04 Wks",1,"2020-01-26 00:00:00",15460145.58,15441472.33,-0.001207832,17497969.24,16647554.51,-0.048600767,1.131811415,1.078106683,-0.047450247
Midsouth,Avocados,Hass,"Last 04 Wks",2,"2020-02-23 00:00:00",15944341.55,16362750.01,0.026241815,16634003.77,17328270.46,0.041737798,1.043254356,1.059007224,0.015099739
Midsouth,Avocados,Hass,"Last 04 Wks",3,"2020-03-22 00:00:00",15398190.81,16865723.21,0.095305508,16896148.12,20308794.38,0.201977767,1.097281384,1.204146074,0.097390416
Midsouth,Avocados,Hass,"Last 04 Wks",4,"2020-04-19 00:00:00",15133884.81,17800811.04,0.176222184,17971689.55,22050662.36,0.226966574,1.187513304,1.238744814,0.043141841
Midsouth,Avocados,Hass,"Last 04 Wks",5,"2020-05-17 00:00:00",15191667.82,20482873.94,0.348296591,20155733.90,24007560.76,0.191103280,1.326762416,1.172079701,-0.116586597
Midsouth,Avocados,Hass,"Last 04 Wks",6,"2020-06-14 00:00:00",14336274.47,19684087.03,0.373026658,19624759.16,23465141.78,0.195690688,1.368888354,1.192086874,-0.129156976
Midsouth,Avocados,Hass,"Last 04 Wks",7,"2020-07-12 00:00:00",12836545.71,18237367.30,0.420737923,19754133.47,21679789.71,0.097481180,1.538897918,1.188756544,-0.227527356
Midsouth,Avocados,Hass,"Last 04 Wks",8,"2020-08-09 00:00:00",12241217.20,18256146.37,0.491366918,18791073.09,19475167.91,0.036405309,1.535065736,1.066773212,-0.305063498
Midsouth,Avocados,Hass,"Last 04 Wks",9,"2020-09-06 00:00:00",13459469.34,17445950.48,0.296184124,18394229.78,18636389.30,0.013164972,1.366638558,1.068235825,-0.218347954
Midsouth,Avocados,Hass,"Last 04 Wks",10,"2020-10-04 00:00:00",12608953.76,16574521.43,0.314504101,17230076.55,17387528.42,0.009138199,1.366495339,1.049051612,-0.232305020
Midsouth,Avocados,Hass,"Last 04 Wks",11,"2020-11-01 00:00:00",12223472.20,15558748.32,0.272858323,15012940.04,16234945.46,0.081396810,1.228205848,1.043460896,-0.150418558
Midsouth,Avocados,Hass,"Last 04 Wks",12,"2020-11-29 00:00:00",11148173.77,14273114.69,0.280309672,13316199.58,14923268.70,0.120685269,1.194473629,1.045550955,-0.124676402
Midsouth,Avocados,Hass,"Last 04 Wks",13,"2020-12-27 00:00:00",11404834.40,14581065.27,0.278498640,13034958.29,14483453.96,0.111123920,1.142932711,0.993305612,-0.130915055
Northeast,Avocados,Hass,"Last 04 Wks",1,"2020-01-26 00:00:00",20719570.46,21399967.44,0.032838373,26688069.89,27223440.59,0.020060300,1.288060964,1.272125328,-0.012371803
Northeast,Avocados,Hass,"Last 04 Wks",2,"2020-02-23 00:00:00",22320802.02,22395023.99,0.003325238,26819605.18,29504404.19,0.100105837,1.201552039,1.317453565,0.096459847
Northeast,Avocados,Hass,"Last 04 Wks",3,"2020-03-22 00:00:00",21905402.51,21588729.68,-0.014456380,27811404.13,32547042.94,0.170276869,1.269613928,1.507594167,0.187442996
Northeast,Avocados,Hass,"Last 04 Wks",4,"2020-04-19 00:00:00",20299373.08,22594658.12,0.113071721,27255961.84,34486271.73,0.265274436,1.342699685,1.526301993,0.136741157
Northeast,Avocados,Hass,"Last 04 Wks",5,"2020-05-17 00:00:00",19104477.93,26999217.92,0.413240290,30439101.94,39599481.77,0.300941199,1.593296716,1.466689957,-0.079462135
Northeast,Avocados,Hass,"Last 04 Wks",6,"2020-06-14 00:00:00",19202078.73,29477655.38,0.535128347,30767998.86,40893039.35,0.329076991,1.602326461,1.387255493,-0.134224188
Northeast,Avocados,Hass,"Last 04 Wks",7,"2020-07-12 00:00:00",18171667.18,26084879.29,0.435469791,28775584.00,35993426.94,0.250832196,1.583541219,1.379857907,-0.128625204
Northeast,Avocados,Hass,"Last 04 Wks",8,"2020-08-09 00:00:00",16587381.54,26141979.04,0.576016021,27413986.01,32132575.24,0.172123427,1.652701239,1.229156186,-0.256274421
Northeast,Avocados,Hass,"Last 04 Wks",9,"2020-09-06 00:00:00",18325282.82,24998714.87,0.364165296,28289850.10,29986085.43,0.059959149,1.543760627,1.199505078,-0.222998011
Northeast,Avocados,Hass,"Last 04 Wks",10,"2020-10-04 00:00:00",17226976.52,22627534.09,0.313494220,25470361.96,27166428.61,0.066589813,1.478516089,1.200591655,-0.187975252
Northeast,Avocados,Hass,"Last 04 Wks",11,"2020-11-01 00:00:00",16999303.23,21908741.27,0.288802310,23881019.05,25775166.08,0.079316005,1.404823405,1.176478637,-0.162543397
Northeast,Avocados,Hass,"Last 04 Wks",12,"2020-11-29 00:00:00",16670440.95,20824831.87,0.249207020,22123255.34,24372322.56,0.101660772,1.327094791,1.170349068,-0.118111927
Northeast,Avocados,Hass,"Last 04 Wks",13,"2020-12-27 00:00:00",16208243.12,20922510.58,0.290856167,21197179.29,24085758.89,0.136271886,1.307802402,1.151188754,-0.119753296
Plains,Avocados,Hass,"Last 04 Wks",1,"2020-01-26 00:00:00",8908976.18,7986151.73,-0.103583670,9438676.96,8520205.49,-0.097309345,1.059456976,1.066872478,0.006999343
Plains,Avocados,Hass,"Last 04 Wks",2,"2020-02-23 00:00:00",9304672.36,8831477.03,-0.050855669,9064142.24,8858296.25,-0.022709925,0.974149534,1.003036777,0.029653808
Plains,Avocados,Hass,"Last 04 Wks",3,"2020-03-22 00:00:00",8821708.81,8559201.28,-0.029756993,9064743.57,10319217.41,0.138390439,1.027549624,1.205628548,0.173304452
Plains,Avocados,Hass,"Last 04 Wks",4,"2020-04-19 00:00:00",8366164.03,8679086.86,0.037403382,9563028.38,10717657.78,0.120738886,1.143060111,1.234883111,0.080330858
Plains,Avocados,Hass,"Last 04 Wks",5,"2020-05-17 00:00:00",7959858.35,10086459.55,0.267165708,10655970.46,11324887.77,0.062773945,1.338713579,1.122781261,-0.161298370
Plains,Avocados,Hass,"Last 04 Wks",6,"2020-06-14 00:00:00",8017433.61,10145959.07,0.265487132,10148578.23,11175399.89,0.101178868,1.265813816,1.101463136,-0.129837957
Plains,Avocados,Hass,"Last 04 Wks",7,"2020-07-12 00:00:00",7530660.95,10138549.91,0.346302797,10410405.53,10432248.97,0.002098231,1.382402633,1.028968547,-0.255666531
Plains,Avocados,Hass,"Last 04 Wks",8,"2020-08-09 00:00:00",6439193.28,9071472.31,0.408790188,9487843.75,9103079.15,-0.040553430,1.473452239,1.003484202,-0.318957089
Plains,Avocados,Hass,"Last 04 Wks",9,"2020-09-06 00:00:00",6397288.85,8949310.81,0.398922422,8939593.79,8641492.23,-0.033346209,1.397403495,0.965604214,-0.309001146
Plains,Avocados,Hass,"Last 04 Wks",10,"2020-10-04 00:00:00",6393042.44,8047369.03,0.258769843,8329952.94,7910349.57,-0.050372838,1.302971631,0.982973384,-0.245591108
Plains,Avocados,Hass,"Last 04 Wks",11,"2020-11-01 00:00:00",6551557.47,7779275.25,0.187393270,7451123.66,7339775.67,-0.014943785,1.137305700,0.943503788,-0.170404415
Plains,Avocados,Hass,"Last 04 Wks",12,"2020-11-29 00:00:00",5966877.95,7327236.30,0.227984946,6698723.36,6811431.61,0.016825333,1.122651312,0.929604469,-0.171956190
Plains,Avocados,Hass,"Last 04 Wks",13,"2020-12-27 00:00:00",6399606.18,7857077.23,0.227743866,6723854.53,6659198.82,-0.009615871,1.050666923,0.847541473,-0.193330012
"South Central",Avocados,Hass,"Last 04 Wks",1,"2020-01-26 00:00:00",26744506.72,25176692.48,-0.058621916,23050162.94,18539643.03,-0.195682778,0.861865324,0.736381200,-0.145595977
"South Central",Avocados,Hass,"Last 04 Wks",2,"2020-02-23 00:00:00",27580785.32,27281391.76,-0.010855150,21980450.52,19559969.75,-0.110119707,0.796947957,0.716971111,-0.100353914
"South Central",Avocados,Hass,"Last 04 Wks",3,"2020-03-22 00:00:00",26767694.45,27123994.61,0.013310827,21669573.28,24276249.63,0.120292002,0.809542014,0.895010119,0.105575872
"South Central",Avocados,Hass,"Last 04 Wks",4,"2020-04-19 00:00:00",25849450.65,27682053.74,0.070895243,24790533.73,25982942.73,0.048099368,0.959035225,0.938620486,-0.021286746
"South Central",Avocados,Hass,"Last 04 Wks",5,"2020-05-17 00:00:00",23967268.66,28902395.64,0.205911114,25789309.39,26901532.94,0.043127310,1.076022043,0.930771735,-0.134988227
"South Central",Avocados,Hass,"Last 04 Wks",6,"2020-06-14 00:00:00",22342790.92,30000854.07,0.342753203,25391168.72,25110765.17,-0.011043349,1.136436751,0.837001677,-0.263485912
"South Central",Avocados,Hass,"Last 04 Wks",7,"2020-07-12 00:00:00",20607633.45,27267092.53,0.323154966,26567481.86,22951636.41,-0.136100421,1.289205863,0.841733910,-0.347091156
"South Central",Avocados,Hass,"Last 04 Wks",8,"2020-08-09 00:00:00",18928486.86,25744874.27,0.360112642,23948011.76,21273522.57,-0.111678966,1.265183632,0.826320702,-0.346876864
"South Central",Avocados,Hass,"Last 04 Wks",9,"2020-09-06 00:00:00",22017715.45,27221280.25,0.236335364,23864566.71,21098854.21,-0.115892006,1.083880240,0.775086771,-0.284896299
"South Central",Avocados,Hass,"Last 04 Wks",10,"2020-10-04 00:00:00",21384038.41,25217325.06,0.179259248,22562130.50,19335723.78,-0.143000978,1.055092124,0.766763474,-0.273273435
"South Central",Avocados,Hass,"Last 04 Wks",11,"2020-11-01 00:00:00",21673403.16,24066372.98,0.110410433,19982486.66,18086024.75,-0.094906201,0.921981957,0.751506044,-0.184901571
"South Central",Avocados,Hass,"Last 04 Wks",12,"2020-11-29 00:00:00",20704540.07,24011842.11,0.159738010,16821837.74,16415919.12,-0.024130456,0.812470969,0.683659298,-0.158543106
"South Central",Avocados,Hass,"Last 04 Wks",13,"2020-12-27 00:00:00",21064139.41,23290617.02,0.105699909,16112481.21,15870610.13,-0.015011411,0.764924733,0.681416474,-0.109171864
Southeast,Avocados,Hass,"Last 04 Wks",1,"2020-01-26 00:00:00",20599232.43,22320801.92,0.083574448,21308354.57,20856640.22,-0.021198932,1.034424688,0.934403714,-0.096692369
Southeast,Avocados,Hass,"Last 04 Wks",2,"2020-02-23 00:00:00",21947897.48,21762170.65,-0.008462170,21134832.28,21186576.54,0.002448293,0.962954757,0.973550703,0.011003576
Southeast,Avocados,Hass,"Last 04 Wks",3,"2020-03-22 00:00:00",20487134.98,21626899.60,0.055633187,21129116.01,24119816.43,0.141544039,1.031335813,1.115269265,0.081383243
Southeast,Avocados,Hass,"Last 04 Wks",4,"2020-04-19 00:00:00",19191044.46,22180102.58,0.155752759,22197663.76,26733190.81,0.204324523,1.156667831,1.205278051,0.042026085
Southeast,Avocados,Hass,"Last 04 Wks",5,"2020-05-17 00:00:00",18108432.39,25144902.05,0.388574202,24471614.10,28965146.27,0.183622223,1.351393294,1.151929175,-0.147598867
Southeast,Avocados,Hass,"Last 04 Wks",6,"2020-06-14 00:00:00",17436092.36,24322519.53,0.394952437,22640748.32,27645231.25,0.221038760,1.298498990,1.136610507,-0.124673553
Southeast,Avocados,Hass,"Last 04 Wks",7,"2020-07-12 00:00:00",15503484.45,23771589.41,0.533306238,22824644.71,25670696.09,0.124692034,1.472226762,1.079889764,-0.266492233
Southeast,Avocados,Hass,"Last 04 Wks",8,"2020-08-09 00:00:00",14831927.98,22894592.59,0.543601925,20737496.82,22406223.12,0.080469033,1.398165959,0.978668785,-0.300033892
Southeast,Avocados,Hass,"Last 04 Wks",9,"2020-09-06 00:00:00",16091349.21,22459524.71,0.395751494,19118942.48,21040697.35,0.100515751,1.188150367,0.936827365,-0.211524576
Southeast,Avocados,Hass,"Last 04 Wks",10,"2020-10-04 00:00:00",17719945.67,21590816.44,0.218447102,20235279.09,20093193.39,-0.007021682,1.141949274,0.930636109,-0.185046018
Southeast,Avocados,Hass,"Last 04 Wks",11,"2020-11-01 00:00:00",17697069.20,21452249.17,0.212192195,18238766.95,19010623.20,0.042319541,1.030609461,0.886183218,-0.140136733
Southeast,Avocados,Hass,"Last 04 Wks",12,"2020-11-29 00:00:00",16097191.99,20281726.62,0.259954322,15909376.60,16599103.27,0.043353470,0.988332412,0.818426537,-0.171911670
Southeast,Avocados,Hass,"Last 04 Wks",13,"2020-12-27 00:00:00",16741749.73,19494278.69,0.164411069,15764226.45,15701238.08,-0.003995652,0.941611642,0.805428009,-0.144628238
West,Avocados,Hass,"Last 04 Wks",1,"2020-01-26 00:00:00",28133090.80,28916372.45,0.027842005,29680653.76,28821501.68,-0.028946535,1.055008636,0.996719133,-0.055250262
West,Avocados,Hass,"Last 04 Wks",2,"2020-02-23 00:00:00",29775015.26,30429736.61,0.021988951,28995531.74,30507820.51,0.052155925,0.973820886,1.002566039,0.029517906
West,Avocados,Hass,"Last 04 Wks",3,"2020-03-22 00:00:00",28585158.29,29244183.62,0.023054808,29233575.73,34370639.05,0.175724768,1.022683710,1.175298292,0.149229503
West,Avocados,Hass,"Last 04 Wks",4,"2020-04-19 00:00:00",28175973.44,29098721.54,0.032749466,30574749.92,35925800.61,0.175015354,1.085135532,1.234617836,0.137754502
West,Avocados,Hass,"Last 04 Wks",5,"2020-05-17 00:00:00",25362721.28,34496548.78,0.360128056,33816423.27,38776260.23,0.146669472,1.333312104,1.124062018,-0.156940063
West,Avocados,Hass,"Last 04 Wks",6,"2020-06-14 00:00:00",26036429.29,33720120.10,0.295113079,33444857.37,36952984.19,0.104892862,1.284540864,1.095873445,-0.146875373
West,Avocados,Hass,"Last 04 Wks",7,"2020-07-12 00:00:00",21943341.70,32423867.14,0.477617565,34051626.19,35618972.56,0.046028532,1.551797655,1.098541775,-0.292084395
West,Avocados,Hass,"Last 04 Wks",8,"2020-08-09 00:00:00",21072909.74,31985098.93,0.517830206,32522516.71,33662903.97,0.035064545,1.543332986,1.052455834,-0.318063021
West,Avocados,Hass,"Last 04 Wks",9,"2020-09-06 00:00:00",22273700.39,30963231.34,0.390125161,31315389.46,32730969.45,0.045203972,1.405935651,1.057091526,-0.248122398
West,Avocados,Hass,"Last 04 Wks",10,"2020-10-04 00:00:00",22981630.10,29873655.05,0.299892781,28756359.62,30697500.73,0.067503020,1.251275888,1.027577666,-0.178776099
West,Avocados,Hass,"Last 04 Wks",11,"2020-11-01 00:00:00",22697728.08,29170947.14,0.285192378,26246618.43,28508226.30,0.086167591,1.156354430,0.977281477,-0.154859919
West,Avocados,Hass,"Last 04 Wks",12,"2020-11-29 00:00:00",22443244.88,26951562.03,0.200876352,24501923.17,25890400.56,0.056668098,1.091728192,0.960627088,-0.120085846
West,Avocados,Hass,"Last 04 Wks",13,"2020-12-27 00:00:00",23547394.69,26567189.37,0.128243261,24147548.01,24862328.68,0.029600548,1.025487037,0.935828338,-0.087430358
Albany,Avocados,Hass,"Last 04 Wks",1,"2020-01-26 00:00:00",470131.27,530411.19,0.128219338,462650.53,617445.88,0.334583737,0.984087975,1.164089076,0.182911595
Albany,Avocados,Hass,"Last 04 Wks",2,"2020-02-23 00:00:00",518199.02,527898.92,0.018718485,463892.46,665610.13,0.434837133,0.895201337,1.260866607,0.408472658
Albany,Avocados,Hass,"Last 04 Wks",3,"2020-03-22 00:00:00",506259.33,552530.15,0.091397457,484308.10,722656.30,0.492141676,0.956640340,1.307903836,0.367184490
Albany,Avocados,Hass,"Last 04 Wks",4,"2020-04-19 00:00:00",439977.82,532242.97,0.209704108,487139.04,708622.13,0.454660948,1.107189999,1.331388430,0.202493186
Albany,Avocados,Hass,"Last 04 Wks",5,"2020-05-17 00:00:00",469683.29,666393.32,0.418814188,687583.36,973819.23,0.416292598,1.463929780,1.461328008,-0.001777252
Albany,Avocados,Hass,"Last 04 Wks",6,"2020-06-14 00:00:00",490180.08,697082.70,0.422095117,762178.00,1014473.23,0.331018771,1.554893865,1.455312586,-0.064043779
Albany,Avocados,Hass,"Last 04 Wks",7,"2020-07-12 00:00:00",437409.12,589879.05,0.348575119,679083.66,886839.84,0.305936062,1.552513728,1.503426569,-0.031617859
Albany,Avocados,Hass,"Last 04 Wks",8,"2020-08-09 00:00:00",365750.90,614495.65,0.680093364,585573.48,760787.98,0.299218644,1.601017203,1.238068934,-0.226698544
Albany,Avocados,Hass,"Last 04 Wks",9,"2020-09-06 00:00:00",396851.02,550461.97,0.387074598,574543.89,681748.24,0.186590360,1.447757099,1.238501966,-0.144537459
Albany,Avocados,Hass,"Last 04 Wks",10,"2020-10-04 00:00:00",447114.33,476546.11,0.065826066,617758.50,574487.27,-0.070045537,1.381656669,1.205522952,-0.127480091
Albany,Avocados,Hass,"Last 04 Wks",11,"2020-11-01 00:00:00",382798.18,476097.80,0.243730578,513049.04,605462.46,0.180125901,1.340259872,1.271718663,-0.051140238
Albany,Avocados,Hass,"Last 04 Wks",12,"2020-11-29 00:00:00",385295.85,466903.82,0.211805993,461849.05,536862.16,0.162419093,1.198686800,1.149834571,-0.040754791
Albany,Avocados,Hass,"Last 04 Wks",13,"2020-12-27 00:00:00",408018.63,451370.06,0.106248666,479043.11,525483.68,0.096944459,1.174071659,1.164197021,-0.008410593
Atlanta,Avocados,Hass,"Last 04 Wks",1,"2020-01-26 00:00:00",3073020.63,3030870.18,-0.013716295,3006605.55,2929805.76,-0.025543690,0.978387689,0.966654982,-0.011991879
Atlanta,Avocados,Hass,"Last 04 Wks",2,"2020-02-23 00:00:00",3037102.97,3048348.25,0.003702635,2819601.55,2994659.28,0.062085983,0.928385235,0.982387523,0.058167974
Atlanta,Avocados,Hass,"Last 04 Wks",3,"2020-03-22 00:00:00",2817966.20,3130874.61,0.111040512,2861337.99,3541749.87,0.237795003,1.015391167,1.131233380,0.114086292
Atlanta,Avocados,Hass,"Last 04 Wks",4,"2020-04-19 00:00:00",2697936.49,3438387.19,0.274450752,2962657.22,3998567.21,0.349655702,1.098119704,1.162919413,0.059009695
Atlanta,Avocados,Hass,"Last 04 Wks",5,"2020-05-17 00:00:00",2601661.84,3731818.22,0.434397881,3327392.22,4180937.37,0.256520750,1.278948777,1.120348613,-0.124008222
Atlanta,Avocados,Hass,"Last 04 Wks",6,"2020-06-14 00:00:00",2697219.32,3606698.01,0.337191223,3188765.57,3856902.69,0.209528452,1.182241854,1.069372229,-0.095470841
Atlanta,Avocados,Hass,"Last 04 Wks",7,"2020-07-12 00:00:00",2469659.27,3453071.05,0.398197347,3387305.17,3453167.92,0.019443995,1.371567813,1.000028054,-0.270886905
Atlanta,Avocados,Hass,"Last 04 Wks",8,"2020-08-09 00:00:00",2302602.14,3612632.66,0.568934814,3267266.53,3374215.97,0.032733615,1.418945320,0.934004725,-0.341761298
Atlanta,Avocados,Hass,"Last 04 Wks",9,"2020-09-06 00:00:00",2600664.90,3448354.00,0.325950911,3187393.27,3048998.44,-0.043419441,1.225607062,0.884189512,-0.278570156
Atlanta,Avocados,Hass,"Last 04 Wks",10,"2020-10-04 00:00:00",2626887.97,3316349.99,0.262463427,3164559.99,2862688.14,-0.095391411,1.204680225,0.863204474,-0.283457588
Atlanta,Avocados,Hass,"Last 04 Wks",11,"2020-11-01 00:00:00",2592792.65,3223394.05,0.243213203,2732677.85,2742811.46,0.003708308,1.053951558,0.850907900,-0.192649896
Atlanta,Avocados,Hass,"Last 04 Wks",12,"2020-11-29 00:00:00",2303674.98,2964829.80,0.287000044,2449733.77,2478166.48,0.011606452,1.063402513,0.835854550,-0.213981028
Atlanta,Avocados,Hass,"Last 04 Wks",13,"2020-12-27 00:00:00",2275160.77,2799387.70,0.230413142,2392000.18,2411982.90,0.008353983,1.051354354,0.861610880,-0.180475282
Baltimore/Washington,Avocados,Hass,"Last 04 Wks",1,"2020-01-26 00:00:00",3692224.28,3820182.51,0.034656135,4998991.53,4937480.58,-0.012304672,1.353924124,1.292472433,-0.045387840
Baltimore/Washington,Avocados,Hass,"Last 04 Wks",2,"2020-02-23 00:00:00",3841105.74,4021334.16,0.046920972,4830442.58,5139275.12,0.063934627,1.257565633,1.278002503,0.016251137
