Geography,Segment,Variety,Timeframe,Period,"Current Year Week Ending","Units Prior Year","Units Current Year","Unit Variance","Dollars Prior Year","Dollars Current Year","Dollar Variance","ASP Prior Year","ASP Current Year","ASP Variance"
Birmingham/Montgomery,Avocados,Hass,"Last 04 Wks",1,"2021-01-24 00:00:00",1330301.00,1480275.00,0.113000000,1215219.00,1183653.00,-0.026000000,0.913491759,0.799616963,-0.124658810
Boise,Avocados,Hass,"Last 04 Wks",1,"2021-01-24 00:00:00",495397.00,608834.00,0.229000000,541340.00,600268.00,0.109000000,1.092739762,0.985930484,-0.097744479
Boston,Avocados,Hass,"Last 04 Wks",1,"2021-01-24 00:00:00",2593711.00,2940517.00,0.134000000,3456023.00,3820770.00,0.106000000,1.332462638,1.299353141,-0.024848349
Buffalo/Rochester,Avocados,Hass,"Last 04 Wks",1,"2021-01-24 00:00:00",801073.00,940569.00,0.174000000,888241.00,993783.00,0.119000000,1.108814053,1.056576392,-0.047111291
Charlotte,Avocados,Hass,"Last 04 Wks",1,"2021-01-24 00:00:00",1308796.00,1597755.00,0.221000000,1474738.00,1624262.00,0.101000000,1.126789813,1.016590153,-0.097799659
Chicago,Avocados,Hass,"Last 04 Wks",1,"2021-01-24 00:00:00",3147841.00,4155181.00,0.320000000,4215272.00,4715809.00,0.119000000,1.339099402,1.134922642,-0.152473191
Cincinnati/Dayton,Avocados,Hass,"Last 04 Wks",1,"2021-01-24 00:00:00",1362916.00,1430721.00,0.050000000,1218931.00,1297220.00,0.064000000,0.894355191,0.906689704,0.013791515
Columbus,Avocados,Hass,"Last 04 Wks",1,"2021-01-24 00:00:00",1064426.00,1179112.00,0.108000000,897515.00,1039869.00,0.159000000,0.843191542,0.881908589,0.045917262
"Dallas/Ft. Worth",Avocados,Hass,"Last 04 Wks",1,"2021-01-24 00:00:00",6200221.00,7020399.00,0.132000000,4524896.00,4733647.00,0.046000000,0.729795922,0.674270366,-0.076083676
Denver,Avocados,Hass,"Last 04 Wks",1,"2021-01-24 00:00:00",4110326.00,4801239.00,0.168000000,4173641.00,4435479.00,0.063000000,1.015403888,0.923819664,-0.090194872
Detroit,Avocados,Hass,"Last 04 Wks",1,"2021-01-24 00:00:00",2131454.00,2387480.00,0.120000000,1972010.00,2165671.00,0.098000000,0.925194726,0.907094929,-0.019563230
"Grand Rapids",Avocados,Hass,"Last 04 Wks",1,"2021-01-24 00:00:00",761185.00,1057147.00,0.389000000,962451.00,1099658.00,0.143000000,1.264411411,1.040212951,-0.177314487
Harrisburg/Scranton,Avocados,Hass,"Last 04 Wks",1,"2021-01-24 00:00:00",1402737.00,1649991.00,0.176000000,1500713.00,1720832.00,0.147000000,1.069846308,1.042934174,-0.025155140
Hartford/Springfield,Avocados,Hass,"Last 04 Wks",1,"2021-01-24 00:00:00",1289954.00,1684356.00,0.306000000,1901533.00,2043996.00,0.075000000,1.474109154,1.213517807,-0.176778868
Houston,Avocados,Hass,"Last 04 Wks",1,"2021-01-24 00:00:00",5098460.00,5187674.00,0.017000000,3421219.00,3586622.00,0.048000000,0.671029880,0.691373822,0.030317491
Indianapolis,Avocados,Hass,"Last 04 Wks",1,"2021-01-24 00:00:00",1142024.00,1207806.00,0.058000000,997229.00,1022752.00,0.026000000,0.873211947,0.846784997,-0.030264072
Jacksonville,Avocados,Hass,"Last 04 Wks",1,"2021-01-24 00:00:00",1021809.00,1030461.00,0.008000000,949222.00,856074.00,-0.098000000,0.928962262,0.830767977,-0.105703202
"Las Vegas",Avocados,Hass,"Last 04 Wks",1,"2021-01-24 00:00:00",1510466.00,1782659.00,0.180000000,1450043.00,1544768.00,0.065000000,0.959997113,0.866552717,-0.097338206
"Los Angeles",Avocados,Hass,"Last 04 Wks",1,"2021-01-24 00:00:00",11111764.00,13802538.00,0.242000000,12704404.00,15334598.00,0.207000000,1.143329178,1.110998427,-0.028277728
Louisville,Avocados,Hass,"Last 04 Wks",1,"2021-01-24 00:00:00",564158.00,603506.00,0.070000000,522777.00,565318.00,0.081000000,0.926649981,0.936723081,0.010870448
"Miami/FT. Lauderdale",Avocados,Hass,"Last 04 Wks",1,"2021-01-24 00:00:00",4261139.00,4423154.00,0.038000000,3999525.00,3719660.00,-0.070000000,0.938604678,0.840951954,-0.104040313
Nashville,Avocados,Hass,"Last 04 Wks",1,"2021-01-24 00:00:00",1174817.00,1324905.00,0.128000000,1036905.00,1145016.00,0.104000000,0.882609802,0.864224982,-0.020830066
"Northern New England",Avocados,Hass,"Last 04 Wks",1,"2021-01-24 00:00:00",2169898.00,2477398.00,0.142000000,2341780.00,2567221.00,0.096000000,1.079212018,1.036256992,-0.039802212
"New Orleans/Mobile",Avocados,Hass,"Last 04 Wks",1,"2021-01-24 00:00:00",1322544.00,1516344.00,0.147000000,1171635.00,1083435.00,-0.075000000,0.885894912,0.714504756,-0.193465560
"New York",Avocados,Hass,"Last 04 Wks",1,"2021-01-24 00:00:00",7201340.00,9153051.00,0.271000000,9978778.00,9998368.00,0.002000000,1.385683498,1.092353577,-0.211686089
Orlando,Avocados,Hass,"Last 04 Wks",1,"2021-01-24 00:00:00",2497457.00,2663832.00,0.067000000,2261297.00,2130150.00,-0.058000000,0.905439813,0.799656285,-0.116831099
Peoria/Springfield,Avocados,Hass,"Last 04 Wks",1,"2021-01-24 00:00:00",506151.00,610115.00,0.205000000,501902.00,511265.00,0.019000000,0.991605272,0.837981364,-0.154924456
Philadelphia,Avocados,Hass,"Last 04 Wks",1,"2021-01-24 00:00:00",2430554.00,2954786.00,0.216000000,2858572.00,2908525.00,0.017000000,1.176098947,0.984343705,-0.163043460
Phoenix/Tucson,Avocados,Hass,"Last 04 Wks",1,"2021-01-24 00:00:00",5427172.00,6162839.00,0.136000000,4297119.00,4353930.00,0.013000000,0.791778665,0.706481218,-0.107728903
Pittsburgh,Avocados,Hass,"Last 04 Wks",1,"2021-01-24 00:00:00",503556.00,591271.00,0.174000000,569752.00,618626.00,0.086000000,1.131457077,1.046264742,-0.075294359
Portland,Avocados,Hass,"Last 04 Wks",1,"2021-01-24 00:00:00",2882525.00,3533238.00,0.226000000,3180770.00,3534361.00,0.111000000,1.103466579,1.000317839,-0.093476995
Providence,Avocados,Hass,"Last 04 Wks",1,"2021-01-24 00:00:00",333709.00,383400.00,0.149000000,497472.00,537151.00,0.080000000,1.490735941,1.401019823,-0.060182434
Raleigh/Greensboro,Avocados,Hass,"Last 04 Wks",1,"2021-01-24 00:00:00",1661090.00,2047431.00,0.233000000,1822935.00,1986256.00,0.090000000,1.097433011,0.970121093,-0.116008828
Richmond/Norfolk,Avocados,Hass,"Last 04 Wks",1,"2021-01-24 00:00:00",1292269.00,1517115.00,0.174000000,1242471.00,1441974.00,0.161000000,0.961464680,0.950471124,-0.011434175
Roanoke,Avocados,Hass,"Last 04 Wks",1,"2021-01-24 00:00:00",775593.00,896106.00,0.155000000,709509.00,794433.00,0.120000000,0.914795518,0.886539092,-0.030888242
Sacramento,Avocados,Hass,"Last 04 Wks",1,"2021-01-24 00:00:00",1992888.00,2334352.00,0.171000000,2570860.00,2672501.00,0.040000000,1.290017302,1.144857759,-0.112525268
"San Diego",Avocados,Hass,"Last 04 Wks",1,"2021-01-24 00:00:00",2008677.00,2459435.00,0.224000000,2217287.00,2903446.00,0.309000000,1.103854428,1.180533740,0.069465059
"San Francisco",Avocados,Hass,"Last 04 Wks",1,"2021-01-24 00:00:00",3484555.00,3978494.00,0.142000000,5177630.00,5319266.00,0.027000000,1.485879833,1.337004907,-0.100193113
Seattle,Avocados,Hass,"Last 04 Wks",1,"2021-01-24 00:00:00",2690537.00,3139904.00,0.167000000,3652668.00,3731794.00,0.022000000,1.357598130,1.188505763,-0.124552593
"South Carolina",Avocados,Hass,"Last 04 Wks",1,"2021-01-24 00:00:00",1893759.00,2310053.00,0.220000000,1933209.00,2117802.00,0.095000000,1.020831584,0.916776368,-0.101931815
Spokane,Avocados,Hass,"Last 04 Wks",1,"2021-01-24 00:00:00",343679.00,421002.00,0.225000000,379780.00,411861.00,0.084000000,1.105042787,0.978287514,-0.114706213
"St. Louis",Avocados,Hass,"Last 04 Wks",1,"2021-01-24 00:00:00",751065.00,1015766.00,0.352000000,920095.00,881320.00,-0.042000000,1.225053757,0.867640776,-0.291752896
Syracuse,Avocados,Hass,"Last 04 Wks",1,"2021-01-24 00:00:00",374226.00,421144.00,0.125000000,429549.00,467336.00,0.088000000,1.147833128,1.109682199,-0.033237348
Tampa,Avocados,Hass,"Last 04 Wks",1,"2021-01-24 00:00:00",2666361.00,2768741.00,0.038000000,2407504.00,2216862.00,-0.079000000,0.902917497,0.800675108,-0.113235582
Toledo,Avocados,Hass,"Last 04 Wks",1,"2021-01-24 00:00:00",616720.00,689182.00,0.117000000,539068.00,586328.00,0.088000000,0.874088727,0.850759306,-0.026689992
"West Tex/New Mexico",Avocados,Hass,"Last 04 Wks",1,"2021-01-24 00:00:00",3385303.00,4152091.00,0.227000000,3009868.00,2850386.00,-0.053000000,0.889098553,0.686494106,-0.227876253
Wichita,Avocados,Hass,"Last 04 Wks",1,"2021-01-24 00:00:00",440802.00,499614.00,0.133000000,395895.00,363795.00,-0.081000000,0.898124328,0.728152133,-0.189252411
"Total U.S.",Avocados,Hass,"Last 04 Wks",2,"2021-02-21 00:00:00",172139339.00,192228762.00,0.117000000,174842089.00,181018016.00,0.035000000,1.015700943,0.941680184,-0.072876529
California,Avocados,Hass,"Last 04 Wks",2,"2021-02-21 00:00:00",27628081.00,29024625.00,0.051000000,30478741.00,32881361.00,0.079000000,1.103179805,1.132878065,0.026920598
"Great Lakes",Avocados,Hass,"Last 04 Wks",2,"2021-02-21 00:00:00",17448707.00,18528208.00,0.062000000,17418010.00,17797195.00,0.022000000,0.998240729,0.960545942,-0.037761220
Midsouth,Avocados,Hass,"Last 04 Wks",2,"2021-02-21 00:00:00",16362750.00,19225313.00,0.175000000,17328270.00,18864722.00,0.089000000,1.059007196,0.981243946,-0.073430332
Northeast,Avocados,Hass,"Last 04 Wks",2,"2021-02-21 00:00:00",22395024.00,27845770.00,0.243000000,29504404.00,30207736.00,0.024000000,1.317453556,1.084823153,-0.176575791
Plains,Avocados,Hass,"Last 04 Wks",2,"2021-02-21 00:00:00",8831477.00,9316014.00,0.055000000,8858296.00,8360404.00,-0.056000000,1.003036751,0.897422868,-0.105294132
"South Central",Avocados,Hass,"Last 04 Wks",2,"2021-02-21 00:00:00",27281392.00,27575679.00,0.011000000,19559970.00,19254109.00,-0.016000000,0.716971113,0.698227920,-0.026142187
Southeast,Avocados,Hass,"Last 04 Wks",2,"2021-02-21 00:00:00",21762171.00,26792880.00,0.231000000,21186577.00,22986757.00,0.085000000,0.973550709,0.857942744,-0.118748785
West,Avocados,Hass,"Last 04 Wks",2,"2021-02-21 00:00:00",30429737.00,33920275.00,0.115000000,30507821.00,30665731.00,0.005000000,1.002566043,0.904053136,-0.098260765
Albany,Avocados,Hass,"Last 04 Wks",2,"2021-02-21 00:00:00",527899.00,630965.00,0.195000000,665610.00,638974.00,-0.040000000,1.260866188,1.012693256,-0.196827336
Atlanta,Avocados,Hass,"Last 04 Wks",2,"2021-02-21 00:00:00",3048348.00,3584486.00,0.176000000,2994659.00,3192325.00,0.066000000,0.982387510,0.890594914,-0.093438277
Baltimore/Washington,Avocados,Hass,"Last 04 Wks",2,"2021-02-21 00:00:00",4021334.00,4895821.00,0.217000000,5139275.00,5356511.00,0.042000000,1.278002524,1.094098620,-0.143899484
Birmingham/Montgomery,Avocados,Hass,"Last 04 Wks",2,"2021-02-21 00:00:00",1311648.00,1627953.00,0.241000000,1240946.00,1361359.00,0.097000000,0.946096819,0.836239744,-0.116116102
Boise,Avocados,Hass,"Last 04 Wks",2,"2021-02-21 00:00:00",514429.00,564213.00,0.097000000,545661.00,568179.00,0.041000000,1.060711974,1.007029260,-0.050610076
Boston,Avocados,Hass,"Last 04 Wks",2,"2021-02-21 00:00:00",2702875.00,3228159.00,0.194000000,3657003.00,4055945.00,0.109000000,1.353004856,1.256426651,-0.071380531
Buffalo/Rochester,Avocados,Hass,"Last 04 Wks",2,"2021-02-21 00:00:00",792794.00,907493.00,0.145000000,897428.00,988241.00,0.101000000,1.131981322,1.088979199,-0.037988368
Charlotte,Avocados,Hass,"Last 04 Wks",2,"2021-02-21 00:00:00",1385547.00,1665032.00,0.202000000,1482179.00,1693245.00,0.142000000,1.069742852,1.016944419,-0.049356192
Chicago,Avocados,Hass,"Last 04 Wks",2,"2021-02-21 00:00:00",3665821.00,4220060.00,0.151000000,4182720.00,4623432.00,0.105000000,1.141004975,1.095584423,-0.039807497
Cincinnati/Dayton,Avocados,Hass,"Last 04 Wks",2,"2021-02-21 00:00:00",1334862.00,1333673.00,-0.001000000,1322865.00,1246188.00,-0.058000000,0.991012554,0.934402961,-0.057122983
Columbus,Avocados,Hass,"Last 04 Wks",2,"2021-02-21 00:00:00",1080311.00,1127815.00,0.044000000,944551.00,1024393.00,0.085000000,0.874332484,0.908298790,0.038848272
"Dallas/Ft. Worth",Avocados,Hass,"Last 04 Wks",2,"2021-02-21 00:00:00",6800392.00,7055659.00,0.038000000,4977193.00,5100953.00,0.025000000,0.731897955,0.722959117,-0.012213230
Denver,Avocados,Hass,"Last 04 Wks",2,"2021-02-21 00:00:00",4222108.00,4686731.00,0.110000000,4604675.00,4412166.00,-0.042000000,1.090610425,0.941416523,-0.136798530
Detroit,Avocados,Hass,"Last 04 Wks",2,"2021-02-21 00:00:00",2244621.00,2096993.00,-0.066000000,2009076.00,1955663.00,-0.027000000,0.895062463,0.932603495,0.041942360
"Grand Rapids",Avocados,Hass,"Last 04 Wks",2,"2021-02-21 00:00:00",849720.00,835461.00,-0.017000000,1002463.00,948651.00,-0.054000000,1.179756861,1.135482087,-0.037528728
Harrisburg/Scranton,Avocados,Hass,"Last 04 Wks",2,"2021-02-21 00:00:00",1455270.00,1832271.00,0.259000000,1620026.00,1830990.00,0.130000000,1.113213356,0.999300868,-0.102327633
Hartford/Springfield,Avocados,Hass,"Last 04 Wks",2,"2021-02-21 00:00:00",1427944.00,1768864.00,0.239000000,2086763.00,2162126.00,0.036000000,1.461375936,1.222324611,-0.163579624
Houston,Avocados,Hass,"Last 04 Wks",2,"2021-02-21 00:00:00",5280985.00,5165348.00,-0.022000000,3395100.00,3566349.00,0.050000000,0.642891430,0.690437314,0.073956319
Indianapolis,Avocados,Hass,"Last 04 Wks",2,"2021-02-21 00:00:00",1163624.00,1136778.00,-0.023000000,999215.00,983257.00,-0.016000000,0.858709514,0.864950764,0.007268174
Jacksonville,Avocados,Hass,"Last 04 Wks",2,"2021-02-21 00:00:00",964627.00,1188093.00,0.232000000,949396.00,1020564.00,0.075000000,0.984210477,0.858993362,-0.127225953
"Las Vegas",Avocados,Hass,"Last 04 Wks",2,"2021-02-21 00:00:00",1574687.00,1977632.00,0.256000000,1541400.00,1710620.00,0.110000000,0.978861196,0.864983981,-0.116336428
"Los Angeles",Avocados,Hass,"Last 04 Wks",2,"2021-02-21 00:00:00",13028119.00,14317603.00,0.099000000,13567706.00,15205602.00,0.121000000,1.041417107,1.062021485,0.019784943
Louisville,Avocados,Hass,"Last 04 Wks",2,"2021-02-21 00:00:00",558405.00,575851.00,0.031000000,527858.00,524576.00,-0.006000000,0.945295977,0.910957869,-0.036325245
"Miami/FT. Lauderdale",Avocados,Hass,"Last 04 Wks",2,"2021-02-21 00:00:00",3976533.00,5084713.00,0.279000000,4025700.00,4446651.00,0.105000000,1.012364288,0.874513665,-0.136167015
Nashville,Avocados,Hass,"Last 04 Wks",2,"2021-02-21 00:00:00",1202237.00,1372648.00,0.142000000,1086687.00,1246288.00,0.147000000,0.903887503,0.907944353,0.004488224
"Northern New England",Avocados,Hass,"Last 04 Wks",2,"2021-02-21 00:00:00",2008596.00,2477003.00,0.233000000,2342539.00,2428641.00,0.037000000,1.166256928,0.980475599,-0.159297085
"New Orleans/Mobile",Avocados,Hass,"Last 04 Wks",2,"2021-02-21 00:00:00",1381305.00,1542261.00,0.117000000,1142660.00,1132000.00,-0.009000000,0.827232219,0.733987308,-0.112719148
"New York",Avocados,Hass,"Last 04 Wks",2,"2021-02-21 00:00:00",7965744.00,10091172.00,0.267000000,11281371.00,10874789.00,-0.036000000,1.416235696,1.077653716,-0.239071774
Orlando,Avocados,Hass,"Last 04 Wks",2,"2021-02-21 00:00:00",2361094.00,2962246.00,0.255000000,2277625.00,2501644.00,0.098000000,0.964648167,0.844509200,-0.124541746
Peoria/Springfield,Avocados,Hass,"Last 04 Wks",2,"2021-02-21 00:00:00",532391.00,594275.00,0.116000000,504858.00,495054.00,-0.019000000,0.948284250,0.833038576,-0.121530726
Philadelphia,Avocados,Hass,"Last 04 Wks",2,"2021-02-21 00:00:00",2470903.00,3176862.00,0.286000000,3073169.00,3139801.00,0.022000000,1.243743279,0.988334086,-0.205355235
Phoenix/Tucson,Avocados,Hass,"Last 04 Wks",2,"2021-02-21 00:00:00",5893247.00,6476319.00,0.099000000,4550320.00,4501020.00,-0.011000000,0.772124433,0.694996649,-0.099890356
Pittsburgh,Avocados,Hass,"Last 04 Wks",2,"2021-02-21 00:00:00",487030.00,598731.00,0.229000000,577761.00,625101.00,0.082000000,1.186294479,1.044043151,-0.119912324
Portland,Avocados,Hass,"Last 04 Wks",2,"2021-02-21 00:00:00",2916887.00,3177710.00,0.089000000,3301159.00,3418158.00,0.035000000,1.131740448,1.075667068,-0.049546148
Providence,Avocados,Hass,"Last 04 Wks",2,"2021-02-21 00:00:00",361445.00,452842.00,0.253000000,522619.00,618063.00,0.183000000,1.445915699,1.364853525,-0.056062863
Raleigh/Greensboro,Avocados,Hass,"Last 04 Wks",2,"2021-02-21 00:00:00",1818303.00,2129977.00,0.171000000,1887213.00,2095995.00,0.111000000,1.037897974,0.984045837,-0.051885771
Richmond/Norfolk,Avocados,Hass,"Last 04 Wks",2,"2021-02-21 00:00:00",1424067.00,1561158.00,0.096000000,1306747.00,1487235.00,0.138000000,0.917616236,0.952648611,0.038177589
Roanoke,Avocados,Hass,"Last 04 Wks",2,"2021-02-21 00:00:00",818088.00,902815.00,0.104000000,749495.00,836880.00,0.117000000,0.916154497,0.926967319,0.011802400
Sacramento,Avocados,Hass,"Last 04 Wks",2,"2021-02-21 00:00:00",2162879.00,2270190.00,0.050000000,2680426.00,2748884.00,0.026000000,1.239286155,1.210860765,-0.022936906
"San Diego",Avocados,Hass,"Last 04 Wks",2,"2021-02-21 00:00:00",2419993.00,2601351.00,0.075000000,2461446.00,2796213.00,0.136000000,1.017129388,1.074908000,0.056805567
"San Francisco",Avocados,Hass,"Last 04 Wks",2,"2021-02-21 00:00:00",4060272.00,3823285.00,-0.058000000,5155640.00,5204325.00,0.009000000,1.269777000,1.361218167,0.072013564
Seattle,Avocados,Hass,"Last 04 Wks",2,"2021-02-21 00:00:00",2630493.00,2890521.00,0.099000000,3636142.00,3648529.00,0.003000000,1.382304382,1.262239230,-0.086858693
"South Carolina",Avocados,Hass,"Last 04 Wks",2,"2021-02-21 00:00:00",1979747.00,2414297.00,0.219000000,2001231.00,2280034.00,0.139000000,1.010851892,0.944388366,-0.065750013
Spokane,Avocados,Hass,"Last 04 Wks",2,"2021-02-21 00:00:00",335527.00,381163.00,0.136000000,388399.00,400469.00,0.031000000,1.157578973,1.050650247,-0.092372727
"St. Louis",Avocados,Hass,"Last 04 Wks",2,"2021-02-21 00:00:00",773567.00,1023653.00,0.323000000,896738.00,877359.00,-0.022000000,1.159224734,0.857086337,-0.260638329
Syracuse,Avocados,Hass,"Last 04 Wks",2,"2021-02-21 00:00:00",372279.00,435727.00,0.170000000,438992.00,464016.00,0.057000000,1.179201620,1.064923679,-0.096911282
Tampa,Avocados,Hass,"Last 04 Wks",2,"2021-02-21 00:00:00",2505004.00,3101675.00,0.238000000,2365860.00,2537883.00,0.073000000,0.944453582,0.818229827,-0.133647388
Toledo,Avocados,Hass,"Last 04 Wks",2,"2021-02-21 00:00:00",624130.00,628619.00,0.007000000,552605.00,539129.00,-0.024000000,0.885400477,0.857640319,-0.031353222
"West Tex/New Mexico",Avocados,Hass,"Last 04 Wks",2,"2021-02-21 00:00:00",3837770.00,4651976.00,0.212000000,3240672.00,3201017.00,-0.012000000,0.844415377,0.688098348,-0.185118643
Wichita,Avocados,Hass,"Last 04 Wks",2,"2021-02-21 00:00:00",457045.00,498724.00,0.091000000,410048.00,373732.00,-0.089000000,0.897172051,0.749376409,-0.164735005
"Total U.S.",Avocados,Hass,"Last 04 Wks",3,"2021-03-21 00:00:00",164686916.00,181746977.00,0.104000000,199834027.00,182161851.00,-0.088000000,1.213417750,1.002282701,-0.174000297
California,Avocados,Hass,"Last 04 Wks",3,"2021-03-21 00:00:00",23293793.00,26357570.00,0.132000000,33131188.00,32857142.00,-0.008000000,1.422318297,1.246592231,-0.123549044
"Great Lakes",Avocados,Hass,"Last 04 Wks",3,"2021-03-21 00:00:00",16384391.00,18620157.00,0.136000000,20761080.00,18209401.00,-0.123000000,1.267125522,0.977940250,-0.228221488
Midsouth,Avocados,Hass,"Last 04 Wks",3,"2021-03-21 00:00:00",16865723.00,18509424.00,0.097000000,20308794.00,19216437.00,-0.054000000,1.204146066,1.038197461,-0.137814348
Northeast,Avocados,Hass,"Last 04 Wks",3,"2021-03-21 00:00:00",21588730.00,26144165.00,0.211000000,32547043.00,29688947.00,-0.088000000,1.507594148,1.135585971,-0.246756182
Plains,Avocados,Hass,"Last 04 Wks",3,"2021-03-21 00:00:00",8559201.00,8659930.00,0.012000000,10319217.00,8248358.00,-0.201000000,1.205628539,0.952473981,-0.209977245
"South Central",Avocados,Hass,"Last 04 Wks",3,"2021-03-21 00:00:00",27123995.00,27199508.00,0.003000000,24276250.00,19845351.00,-0.183000000,0.895010119,0.729621690,-0.184789452
Southeast,Avocados,Hass,"Last 04 Wks",3,"2021-03-21 00:00:00",21626900.00,24312746.00,0.124000000,24119816.00,23320107.00,-0.033000000,1.115269225,0.959172074,-0.139963650
West,Avocados,Hass,"Last 04 Wks",3,"2021-03-21 00:00:00",29244184.00,31943477.00,0.092000000,34370639.00,30776107.00,-0.105000000,1.175298275,0.963455137,-0.180246277
Albany,Avocados,Hass,"Last 04 Wks",3,"2021-03-21 00:00:00",552530.00,609537.00,0.103000000,722656.00,605586.00,-0.162000000,1.307903643,0.993518031,-0.240373680
Atlanta,Avocados,Hass,"Last 04 Wks",3,"2021-03-21 00:00:00",3130875.00,3351631.00,0.071000000,3541750.00,3286147.00,-0.072000000,1.131233281,0.980462050,-0.133280407
Baltimore/Washington,Avocados,Hass,"Last 04 Wks",3,"2021-03-21 00:00:00",4201972.00,4539788.00,0.080000000,6269705.00,5433473.00,-0.133000000,1.492086335,1.196856109,-0.197864037
Birmingham/Montgomery,Avocados,Hass,"Last 04 Wks",3,"2021-03-21 00:00:00",1335487.00,1477588.00,0.106000000,1416594.00,1380193.00,-0.026000000,1.060732152,0.934085144,-0.119395842
Boise,Avocados,Hass,"Last 04 Wks",3,"2021-03-21 00:00:00",502584.00,536480.00,0.067000000,648835.00,575127.00,-0.114000000,1.290998122,1.072038100,-0.169605221
Boston,Avocados,Hass,"Last 04 Wks",3,"2021-03-21 00:00:00",2695277.00,2904308.00,0.078000000,4244924.00,3948379.00,-0.070000000,1.574949068,1.359490453,-0.136803544
Buffalo/Rochester,Avocados,Hass,"Last 04 Wks",3,"2021-03-21 00:00:00",819907.00,865451.00,0.056000000,1072266.00,1013648.00,-0.055000000,1.307789786,1.171236731,-0.104415141
Charlotte,Avocados,Hass,"Last 04 Wks",3,"2021-03-21 00:00:00",1427045.00,1632636.00,0.144000000,1743362.00,1720098.00,-0.013000000,1.221658742,1.053571035,-0.137589739
Chicago,Avocados,Hass,"Last 04 Wks",3,"2021-03-21 00:00:00",3125440.00,4601421.00,0.472000000,4937357.00,4553137.00,-0.078000000,1.579731814,0.989506720,-0.373623604
Cincinnati/Dayton,Avocados,Hass,"Last 04 Wks",3,"2021-03-21 00:00:00",1375630.00,1318923.00,-0.041000000,1607918.00,1319099.00,-0.180000000,1.168859359,1.000133442,-0.144350914
Columbus,Avocados,Hass,"Last 04 Wks",3,"2021-03-21 00:00:00",1119978.00,1118728.00,-0.001000000,1213030.00,1043327.00,-0.140000000,1.083083775,0.932601133,-0.138939061
"Dallas/Ft. Worth",Avocados,Hass,"Last 04 Wks",3,"2021-03-21 00:00:00",6762298.00,6759407.00,0.000000000,6274816.00,5038475.00,-0.197000000,0.927911784,0.745401927,-0.196688802
Denver,Avocados,Hass,"Last 04 Wks",3,"2021-03-21 00:00:00",4570111.00,4377231.00,-0.042000000,5289448.00,4351789.00,-0.177000000,1.157400334,0.994187650,-0.141016621
Detroit,Avocados,Hass,"Last 04 Wks",3,"2021-03-21 00:00:00",1974549.00,2086908.00,0.057000000,2420864.00,2057113.00,-0.150000000,1.226033894,0.985722897,-0.196006814
"Grand Rapids",Avocados,Hass,"Last 04 Wks",3,"2021-03-21 00:00:00",706102.00,821978.00,0.164000000,1101779.00,991165.00,-0.100000000,1.560368049,1.205829110,-0.227214944
Harrisburg/Scranton,Avocados,Hass,"Last 04 Wks",3,"2021-03-21 00:00:00",1429856.00,1791857.00,0.253000000,1764515.00,1820399.00,0.032000000,1.234050841,1.015928726,-0.176752941
